SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
d11d6dee-e465-4fdf-9386-f53804d98c38,d11d6dee-e465-4fdf-9386-f53804d98c38,SUBLIMAGE Lâ€™Extrait de Nuit is an exceptional serum that concentrates all the active fractions of Vanilla Planifolia combined with Swertia extract and a powerful naturally derived chronopeptide.Featuring a high concentration of active ingredients its innovative formula rejuvenates skin and helps accelerate its natural reviving mechanisms which are more intense at night than during the day. From the very first morning the complexion has a rested radiant appearance.Composed of 91% naturally derived ingredients* its formula features a transforming texture and contains millions of micro-droplets for the perfect balance of freshness and nourishment. It offers a unique sensory experience.Developed in partnership with a renowned French glassmaker which lent its unique expertise each bottle houses a refill made of drawn glass. With its clean lines the patented** revolutionary bottle was designed as a precious timeless object of the highest quality.,SUBLIMAGE L'EXTRAIT DE NUIT,skincare,6990000,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
c5930ea9-d843-4fe1-8a41-b5b990e62a02,c5930ea9-d843-4fe1-8a41-b5b990e62a02,Diamond Dust Highlighting Powder (5g):  Add a touch of luxury and sparkle to your complexion with Diamond Dust Highlighting Powder.  This loose translucent powder is infused with shimmering diamond dust particles creating a dazzling ethereal glow.  Perfect for a touch of glamour Diamond Dust Highlighting Powder leaves your skin looking radiant and undeniably luxurious.,DIAMOND DUST HIGHLIGHTING POWDER,beauty,10876,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
6d6ad878-8dec-48e3-bf6a-e57f6da33026,6d6ad878-8dec-48e3-bf6a-e57f6da33026,Elegant watch with a slim profile and classic design.,Dress Watch,watches,12000,USD,TRUE,,2025-07-16T08:16:32.000Z,,16,,master
7d23334e-3a8f-4ae7-b625-12c7f24fd368,7d23334e-3a8f-4ae7-b625-12c7f24fd368,LES BEIGES HEALTHY GLOW GEL TOUCH FOUNDATION is an innovative gel foundation that reveals a complexion glowing with freshness and radiance.Â ,LES BEIGES CUSHION,beauty,552500,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
888e2292-25a6-4be8-b62d-8e4b534718b7,888e2292-25a6-4be8-b62d-8e4b534718b7,The Executive Satchel (38cm x 28cm x 12cm):  Crafted from the finest Italian full-grain leather the Executive Satchel exudes timeless sophistication. Its structured silhouette features dual rolled top handles and a detachable shoulder strap for versatile carrying options.  The spacious interior boasts organizational pockets and a padded laptop compartment making it the perfect companion for the modern professional.,THE EXECUTIVE SATCHEL,handbags,840527,USD,TRUE,,2025-07-16T08:07:39.000Z,,16,,master
097a9263-59e4-45e9-ab22-8d7c36d72489,097a9263-59e4-45e9-ab22-8d7c36d72489,Bold statement bracelet with a modern edge.,Chunky Chain Bracelet,jewelry,3000,USD,TRUE,,2025-07-16T08:40:51.000Z,,16,,master
8544abb1-6753-41ea-a8d1-dd957be2192f,8544abb1-6753-41ea-a8d1-dd957be2192f,Micro-Fine Brow Pencil (1.2g): Achieve hair-like strokes with this ultra-fine brow pencil.  The innovative tip allows for precise application mimicking individual hairs for a natural defined look.  This waterproof formula ensures your brows stay flawless all day smudge-proof and long-lasting.,MICRO FINE BROW,beauty,1900,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
82c32f5e-8721-42ea-98e3-8d5c9fa68970,82c32f5e-8721-42ea-98e3-8d5c9fa68970,Casual bag with a drawstring closure and cylindrical shape.,Bucket Bag,handbags,4000,USD,TRUE,,2025-07-16T08:07:39.000Z,,16,,master
0bc2f186-61c3-47ea-97e0-7c06d9643c74,0bc2f186-61c3-47ea-97e0-7c06d9643c74,An easy-to-use pen format to emphasise shade and intensify the eyes. Three application options offer three possible effects: as a kohl along the bottom lashline as an eyeliner along the upper lashline or as an eyeshadow. A long-lasting 12-hour* glide-on formula for an ultra-matte finish.*clinical evaluation on 22 volunteers,BOY DE CHANEL 3-IN-1 EYE PENCIL,beauty,357500,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
5b6d99ed-56da-4fed-8af2-835c46ace1f2,5b6d99ed-56da-4fed-8af2-835c46ace1f2,Cuddle up with timeless charm and unparalleled luxury with our collection of heirloom-quality teddy bears. Crafted with the finest materials and meticulous attention to detail each bear embodies a spirit of love and companionship. Their soft sumptuous fur and endearing expressions invite endless hugs and create lasting memories. More than just a toy these luxurious teddies are cherished companions destined to become treasured keepsakes for generations to come.,TEDDY AUDREY,toys,10672,USD,TRUE,,2025-07-16T11:37:02.000Z,,16,,master
c3673451-8bc6-4cee-a238-623c71e6ae80,c3673451-8bc6-4cee-a238-623c71e6ae80,Calm irritated skin with this soothing green tea serum. Packed with antioxidants it reduces inflammation and protects against environmental stressors.,Soothing Green Tea Serum,skincare,2322,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
e9cec503-9546-44f1-a26a-3d50d68c6f1e,e9cec503-9546-44f1-a26a-3d50d68c6f1e,,GOLD REWO MEDITERRANEAN SALT & OLIVE SCRUB,skincare,3872,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
26427a42-8fa5-48f2-b0e9-5de3e80a912d,26427a42-8fa5-48f2-b0e9-5de3e80a912d,Achieve a natural-looking glow while protecting your skin with this tinted mineral sunscreen SPF 30. It blends seamlessly and offers sheer coverage.,Tinted Mineral Sunscreen SPF 30,skincare,3440,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
da7982ef-76a5-4bf2-8e6d-a377b8dd1107,da7982ef-76a5-4bf2-8e6d-a377b8dd1107,Stay protected during outdoor activities with this sport sunscreen SPF 50. Sweat and water-resistant it's ideal for active lifestyles.,Sport Sunscreen SPF 50,skincare,2150,USD,TRUE,,2025-07-16T11:19:28.000Z,,16,,master
9c0dd4ae-1413-4efc-8445-f1526acaef2a,9c0dd4ae-1413-4efc-8445-f1526acaef2a,Made without animal,Cruelty-free Foundation,beauty,1200,USD,TRUE,,2025-07-16T11:16:34.000Z,,16,,master
a6ff5e5c-abcd-4e0c-a54e-86bf4747e17c,a6ff5e5c-abcd-4e0c-a54e-86bf4747e17c,Long-Wear Shadow Liner (2g):  This innovative product combines the blendability of eyeshadow with the precision of eyeliner.  The creamy formula allows for easy application and seamless blending while offering the long-lasting intensity of a liner.  Create defined lines smoky effects or a soft blended look with this versatile shadow liner.,LONG-WEAR SHADOW LINER,beauty,3617,USD,TRUE,,2025-07-16T11:16:34.000Z,,,,master
b2afc921-52ee-4706-9316-ab715fbab9c4,b2afc921-52ee-4706-9316-ab715fbab9c4,An eye makeup remover which is both effective and gentle for an eye contour perfectly cleansed and protected lashes. DÃ‰MAQUILLANT YEUX INTENSE has a two-phase formula: a soothing water phase and a highly purified lipidic phase that removes makeup with no oily film.,DAMAQUILLANT YEUX INTENSE,beauty,260000,USD,TRUE,,2025-07-16T11:16:34.000Z,,,,master
3f942479-12a2-4209-b65e-103cf95fb039,3f942479-12a2-4209-b65e-103cf95fb039,Velvet Touch Blush (6g):  Indulge in a luxurious touch of color with Velvet Touch Blush.  This ultra-fine silky powder formula blends seamlessly delivering a buildable wash of color with a soft-focus matte finish.  Available in a range of universally flattering shades it flatters every skin tone and leaves your cheeks looking naturally flushed and flawlessly smooth.,VELVET TOUCH  BLUSH,beauty,6507,USD,TRUE,,2025-07-16T11:16:34.000Z,,,,master
25518210M,25518210M,Meet a Commerce Cloud Store new wardrobe favorite - a turtleneck that works perfectly from desk to dinner!,Wool Blend Turtle Neck Sweater,dresses,39.99,USD,TRUE,701642838609M;701642838487M;701642838562M;701642838524M;701642838449M;701642838579M;701642838630M;701642838500M;701642838623M;701642838593M;701642838586M;701642838494M;701642838555M;701642838548M;701642838517M;701642838616M;701642838531M;701642838470M;701642838463M;701642838456M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
25518241M,25518241M,Meet a Commerce Cloud Store new wardrobe favorite - a turtleneck that works perfectly from desk to dinner!,Cotton Turtleneck Sweater,dresses,39.99,USD,TRUE,701642838777M;701642838890M;701642838814M;701642838739M;701642838852M;701642838746M;701642838807M;701642838791M;701642838845M;701642838784M;701642838760M;701642838920M;701642838821M;701642838753M;701642838883M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
25518300M,25518300M,A classic striped crew looks new again.  Add a great Commerce Cloud Store bottom for a perfect look.,Long Sleeve Crew Neck Top,dresses,14.99,USD,TRUE,701642841418M;701642841456M;701642841494M;701642841432M;701642841425M;701643199396M;701643199372M;701642841449M;701642841487M;701642841517M;701642841524M;701642841500M;701642841463M;701642841470M;,2025-07-16T10:35:12.000Z,"Size,Color",,,master
2024_Pets1,2024_Pets1,,Pawfect Brew: Calming Herbal Tea for Dogs,petsCollection,25,USD,FALSE,,2025-07-16T11:35:56.000Z,,,,master
2024_Pets10,2024_Pets10,,Sustainable Snout: Organic Vegan Dog Treats,petsCollection,20,USD,FALSE,,2025-07-16T11:35:56.000Z,,,,master
318236ca-8e46-4bda-96b6-c82e0c71dea7,318236ca-8e46-4bda-96b6-c82e0c71dea7,Boosts radiance and firms skin with natural antioxidants.,Rejuvenating Hibiscus Toner,skincare,2617.6,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
353468ec-716e-4e5e-8e8f-424053a54611,353468ec-716e-4e5e-8e8f-424053a54611,Removes dead skin cells evens skin tone and refines texture with AHAs.,Exfoliating Glycolic Toner,skincare,8287.7,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
64c3277a-2d52-418c-b2c5-6b2349931ee7,64c3277a-2d52-418c-b2c5-6b2349931ee7,Ideal for acne-prone skin this toner draws out impurities and tightens pores.,Clarifying Charcoal Toner,skincare,1080.8,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
cceda9d5-8af0-41b8-80fa-787c0f6d96d8,cceda9d5-8af0-41b8-80fa-787c0f6d96d8,Targets blemishes and balances oil while improving skin clarity.,Niacinamide Boost Toner,skincare,8839.8,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
0f981127-60b0-4b03-bb6c-ba4386298064,0f981127-60b0-4b03-bb6c-ba4386298064,Infused with tea tree oil and witch hazel this toner helps reduce blemishes and control excess oil for a clearer complexion.,Purifying Tea Tree Toner,skincare,2634.5,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
e4898db9-2400-4ee5-b660-5a9a3d09b21e,e4898db9-2400-4ee5-b660-5a9a3d09b21e,Smooths fine lines and preps skin for moisturizers and serums.,Peptide Renewal Toner,skincare,3438.6,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
8562eff4-fe90-4a10-9e05-e6fdb1eacb37,8562eff4-fe90-4a10-9e05-e6fdb1eacb37,Replenishes essential nutrients and supports elasticity.,Marine Mineral Toner,skincare,9986.8,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
f1cd3ff8-1979-4f99-9bee-ab44279ff06a,f1cd3ff8-1979-4f99-9bee-ab44279ff06a,Enriched with rose extract and glycerin this toner soothes and hydrates for a radiant glow.,Hydrating Rose Mist,skincare,7196.3,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
7c3b7294-0ce7-41d5-932c-8b1784d2facb,7c3b7294-0ce7-41d5-932c-8b1784d2facb,This energizing toner smooths and brightens the skin with citrus extract and niacinamide.,Vitamin C Radiance Toner,skincare,7384.7,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
b9d0d54b-6a79-4ce4-bbdc-89119479c5e9,b9d0d54b-6a79-4ce4-bbdc-89119479c5e9,Prepares skin for serums and moisturizers by delivering deep moisture.,Moisture Lock Toner,skincare,7641.4,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
1967cab0-d20b-4812-b844-d3002fdd0cb0,1967cab0-d20b-4812-b844-d3002fdd0cb0,A gentle blend of green tea and cucumber extract to reduce shine and calm irritated skin.,Balancing Green Tea Toner,skincare,1345.1,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
3c418f58-e22b-4553-9dc9-9dad61e5e14f,3c418f58-e22b-4553-9dc9-9dad61e5e14f,Lavender water and allantoin work together to soothe and soften stressed skin.,Calming Lavender Toner,skincare,1275.3,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
8455f53a-18ca-4595-9888-8bf776282a3a,8455f53a-18ca-4595-9888-8bf776282a3a,A daily balancing toner that strengthens the skin barrier and soothes sensitivity.,Probiotic Skin Balance Toner,skincare,9084.4,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
e55315a8-17c3-4581-adf8-7620309a8d43,e55315a8-17c3-4581-adf8-7620309a8d43,Perfect for post-cleansing relief with oat aloe and calendula.,Soothing Oat Toner,skincare,3565,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
33e19028-2799-47e4-a978-5ff899556f1d,33e19028-2799-47e4-a978-5ff899556f1d,Hydrates dry patches while balancing oily zones—perfect for combination skin.,Aloe & Witch Hazel Toner,skincare,6737.8,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
11332750-3c3e-47ce-b93b-c33bf0a561b5,11332750-3c3e-47ce-b93b-c33bf0a561b5,Formulated for sensitive skin it reduces redness and soothes irritation.,Gentle Chamomile Toner,skincare,8988.3,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
f0e31eca-26b2-45e4-b022-eb82c140439c,f0e31eca-26b2-45e4-b022-eb82c140439c,Infused with tea tree oil and witch hazel this toner helps reduce blemishes and control excess oil for a clearer complexion.,Purifying Tea Tree Toner,skincare,2388.2,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
6df5282c-4708-48a5-948b-4ed9b6b9a5cc,6df5282c-4708-48a5-948b-4ed9b6b9a5cc,Licorice root and dandelion detoxify and hydrate for refreshed skin.,Botanical Detox Toner,skincare,6127,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
205b3113-3949-42d6-844e-6b70ed1fc88a,205b3113-3949-42d6-844e-6b70ed1fc88a,An alcohol-free toner that tones and refreshes with a herbal bouquet.,Herbal Essence Toner,skincare,8881.1,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
cbe02345-2999-4ade-bb15-457489184e2b,cbe02345-2999-4ade-bb15-457489184e2b,Perfect for post-sun or post-workout care it hydrates while calming inflammation.,Cucumber Cooling Toner,skincare,6067.1,USD,TRUE,,2025-07-24T16:29:46.000Z,,,,master
701644060671M,701644060671M,Perfect dress for any occasion. Dress it up with great Commerce Cloud Store jewelry.,Floral Smock Tank Dress,,69,USD,TRUE,,2025-07-10T11:21:27.000Z,"Size,Color",9XL,JJZ01XX,variant
701644053079M,701644053079M,This short sleeve wrap blouse with tie front is a show stopper on its own or pair under a jacket for an amazing look!,Short Sleeve Wrap Blouse with Tie Front,,109,USD,TRUE,,2025-07-10T11:21:27.000Z,"Size,Color",012,JJ6JUXX,variant
701644336240M,701644336240M,We love this dress and so will you! This dress has a great fit and slits in the back to expose just a hint of back. ,Floral Black and White Dress.,,139,USD,TRUE,,2025-06-30T14:29:13.000Z,"Size,Color",004,JJ2DIXX,variant
701644339302M,701644339302M,Pair this with a great Commerce Cloud Store bottom and Commerce Cloud Store jewelry for a perfect look! ,Floral Print Shirt Jacket.,,129,USD,TRUE,,2025-06-30T14:28:51.000Z,"Size,Color",008,JJ5ABXX,variant
701644335854M,701644335854M,Think spring when you wear this ruffle cascade blouse! ,Ruffle Cascade Blouse.,,89,USD,TRUE,,2025-06-30T14:28:23.000Z,"Size,Color",012,JJ3WWXX,variant
701644338749M,701644338749M,Dress up any outfit with this v- neck jacket. Perfect for any occasion. ,V Neck Jacket.,,199,USD,TRUE,,2025-06-30T14:28:24.000Z,"Size,Color",012,JJ493XX,variant
701644028640M,701644028640M,This Striped Button Down Shirt is an incredibly versatile blouse.  We love it from nine-to-five and beyond.,Striped Button Down Shirt,,59,USD,TRUE,,2025-07-10T11:20:37.000Z,"Size,Color",9XL,JJB52A0,variant
701644033408M,701644033408M,Perfect capri for weekends. Pair with a Commerce Cloud Store top for a perfect look.,Slim Capri,,74,USD,TRUE,,2025-07-10T11:20:37.000Z,"Size,Color",006,JJI15XX,variant
701644043872M,701644043872M,Make way for this effortless straight skirt.  Add a blouse or suit jacket to complete your look.,Floral Slim Skirt,,99,USD,TRUE,,2025-07-10T11:20:49.000Z,"Size,Color",008,JJ8WNXX,variant
701644044633M,701644044633M,Sharpen up your office style with this flat front classic fit pant.,Flat Front Classic Pant,,124,USD,TRUE,,2025-07-10T11:20:49.000Z,"Size,Color",014,JJ8WNXX,variant
701644049836M,701644049836M,Spring into a new season with this sleek and sophisticated classic two-pocket jacket.,2 Button Front Jacket,,209,USD,TRUE,,2025-07-10T11:20:50.000Z,"Size,Color",010,JJ8WNXX,variant
708141677371M,708141677371M,This cotton dress shirt is available in white or blue. Both colors are a wardrobe necessity.,No-Iron Textured Dress Shirt,,49.99,USD,TRUE,,2025-07-24T13:39:07.000Z,"Width,Size,Color",220,SLABLFB,variant
708141677333M,708141677333M,This cotton dress shirt is available in white or blue. Both colors are a wardrobe necessity.,No-Iron Textured Dress Shirt,,49.99,USD,TRUE,,2025-07-24T13:39:08.000Z,"Width,Size,Color",180,SLABLFB,variant
883360541112M,883360541112M,New: 70% cotton 30% polyestershort bomber jacketstand up collar with tab and button detailingfront zip closurestrip elastic hem detailingdry clean only,Summer Bomber Jacket ,,315,USD,TRUE,,2025-07-24T13:39:07.000Z,"Size,Color",XXL,#000000,variant
883360524955M,883360524955M,66% cotton 30% polyester 4% elastaneon-seam side entry pocketstwo back besom pockets                    front rise 10 3/4 inchesback rise 15 3/4 inchesleg opening 15 inchesinseam 34 1/4 inchesmeasurements taken from a size 32     dry clean only,Casual Slim Leg Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",34,DL0,variant
883360525464M,883360525464M,97% cotton 3% elastaneflat frontfront pockets and besom back pockets                        zip fly and covered hook and eye closurefront rise 10 3/4 inchesback rise 15 1/4 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only,Slim Fit Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",36,B7H,variant
883360520551M,883360520551M,97% cotton 3% lycraclean 5-pocket denimstraight legbutton-fly closurefront rise 10 inchesback rise 15 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only            ,Casual To Dressy Trousers,,195,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",38,E80,variant
883360541105M,883360541105M,New: 70% cotton 30% polyestershort bomber jacketstand up collar with tab and button detailingfront zip closurestrip elastic hem detailingdry clean only,Summer Bomber Jacket ,,315,USD,TRUE,,2025-07-24T13:39:08.000Z,"Size,Color",XL,#000000,variant
883360520896M,883360520896M,95% cotton 5% polyurethanestraight legclean cutfront rise 10 1/4 inchesback rise 14 3/4 inchesleg opening 15 1/2 inchesinseam 34 1/4 inchesmeasurements taken from a size 32dry clean only         ,Front Rise Straight Leg Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",30,ED5,variant
883360524962M,883360524962M,66% cotton 30% polyester 4% elastaneon-seam side entry pocketstwo back besom pockets                    front rise 10 3/4 inchesback rise 15 3/4 inchesleg opening 15 inchesinseam 34 1/4 inchesmeasurements taken from a size 32     dry clean only,Casual Slim Leg Pants,,175,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",36,DL0,variant
883360520346M,883360520346M,100% cottonclean 5-pocket denimstraight legbutton-fly closurefront rise 10 inchesback rise 15 inchesleg opening 15 inchesinseam 33 inchesmeasurements taken from a size 32dry clean only            ,Straight Leg Pants,,195,USD,TRUE,,2025-07-10T11:20:40.000Z,"Size,Color",36,MDR,variant
