SKU,ID,longDescription__default,name__default,category-id,amount,currency,onlineFlag__default,variants,lastModified_date,variation_attributes,size,color,product_kind
a9c344ca-323d-4000-a3be-9d39d29e28ac,a9c344ca-323d-4000-a3be-9d39d29e28ac,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,menshoes,3388,USD,TRUE,,28/05/25,,,,master
b2aad5fc-308f-486c-899e-7657f3a87715,b2aad5fc-308f-486c-899e-7657f3a87715,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,jewelry,7769.7,USD,TRUE,,28/05/25,,,,master
5905138f-722a-4d8d-8458-b0320bc205d7,5905138f-722a-4d8d-8458-b0320bc205d7,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,3968.1,USD,TRUE,,28/05/25,,,,master
ec41f62e-f883-4b87-8aa7-279f45c38767,ec41f62e-f883-4b87-8aa7-279f45c38767,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,6987.4,USD,TRUE,,28/05/25,,,,master
c4a513ca-f856-42cf-a58d-9514df8848f6,c4a513ca-f856-42cf-a58d-9514df8848f6,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,menshoes,6125.8,USD,TRUE,,28/05/25,,,,master
c1223135-bbac-45df-8635-a9a2d61f3f3e,c1223135-bbac-45df-8635-a9a2d61f3f3e,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,3840.1,USD,TRUE,,28/05/25,,,,master
50f93311-e19e-4d26-be20-205a945a72c6,50f93311-e19e-4d26-be20-205a945a72c6,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,holidayCollection,3919.9,USD,TRUE,,28/05/25,,,,master
91c0be1b-2c0c-488a-bc1b-32c094b49063,91c0be1b-2c0c-488a-bc1b-32c094b49063,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,9231.4,USD,TRUE,,28/05/25,,,,master
e2e456d4-53ec-442e-b604-702a4562ab76,e2e456d4-53ec-442e-b604-702a4562ab76,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,3183.9,USD,TRUE,,28/05/25,,,,master
08b2b14f-f0b5-49fc-9278-48794b227a50,08b2b14f-f0b5-49fc-9278-48794b227a50,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,7124.6,USD,TRUE,,28/05/25,,,,master
27b86da0-6e59-4baa-a266-7b15899b57aa,27b86da0-6e59-4baa-a266-7b15899b57aa,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,8279.7,USD,TRUE,,28/05/25,,,,master
8b12f8d7-7f8e-4e0c-aa51-e78576f6d245,8b12f8d7-7f8e-4e0c-aa51-e78576f6d245,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,watches,4449.3,USD,TRUE,,28/05/25,,,,master
e341710c-588d-4367-9842-f8788999db02,e341710c-588d-4367-9842-f8788999db02,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,6073.2,USD,TRUE,,28/05/25,,,,master
5924c531-019f-4282-a89c-6c0b3f67c6bd,5924c531-019f-4282-a89c-6c0b3f67c6bd,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,2899.8,USD,TRUE,,28/05/25,,,,master
4e0adfec-1a42-46fb-8a16-f4f2404f7135,4e0adfec-1a42-46fb-8a16-f4f2404f7135,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,7997,USD,TRUE,,28/05/25,,,,master
46e7eeca-508d-48ce-93d5-799f51831994,46e7eeca-508d-48ce-93d5-799f51831994,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,2971.4,USD,TRUE,,28/05/25,,,,master
b4ad52ba-6034-4399-b174-c7759ea9c624,b4ad52ba-6034-4399-b174-c7759ea9c624,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,jewelry,6719,USD,TRUE,,28/05/25,,,,master
95c9bdd4-9c42-45fc-92d2-66e18c24b615,95c9bdd4-9c42-45fc-92d2-66e18c24b615,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,jewelry,2063.3,USD,TRUE,,28/05/25,,,,master
179d73a3-2785-4015-8a96-35eb23861fd2,179d73a3-2785-4015-8a96-35eb23861fd2,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,lighting,1523.7,USD,TRUE,,28/05/25,,,,master
bf9375fe-9309-49f8-b2be-582fe6595d1d,bf9375fe-9309-49f8-b2be-582fe6595d1d,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,3753.4,USD,TRUE,,28/05/25,,,,master
bdeac992-0f9a-481d-92fa-b126141bd7b8,bdeac992-0f9a-481d-92fa-b126141bd7b8,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,shoes,5440.1,USD,TRUE,,28/05/25,,,,master
331d58d7-1c57-4d25-8ea4-0a63f2ff5a33,331d58d7-1c57-4d25-8ea4-0a63f2ff5a33,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,skincare,3033.3,USD,TRUE,,28/05/25,,,,master
9f34771e-24c8-4acf-8641-23ae3a7108f9,9f34771e-24c8-4acf-8641-23ae3a7108f9,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,accessories,3212.2,USD,TRUE,,28/05/25,,,,master
a9ce8125-5a8c-4138-9d83-182e3864fd44,a9ce8125-5a8c-4138-9d83-182e3864fd44,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,menshoes,4525.2,USD,TRUE,,28/05/25,,,,master
1e393869-0cb7-4ff8-b7f2-d4299ef8a9a7,1e393869-0cb7-4ff8-b7f2-d4299ef8a9a7,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,holidayCollection,5059.2,USD,TRUE,,28/05/25,,,,master
37f2afc4-563a-474d-8a2d-c45f21aa8dbb,37f2afc4-563a-474d-8a2d-c45f21aa8dbb,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,holidayCollection,9108,USD,TRUE,,28/05/25,,,,master
86353b11-bbc2-41b6-aed8-4eb7b3c85161,86353b11-bbc2-41b6-aed8-4eb7b3c85161,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,7960.6,USD,TRUE,,28/05/25,,,,master
92c51339-99d0-4041-8110-cdb1a0fef6f9,92c51339-99d0-4041-8110-cdb1a0fef6f9,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,4965.2,USD,TRUE,,28/05/25,,,,master
9e6474b8-e764-439e-8a6f-c039f3977526,9e6474b8-e764-439e-8a6f-c039f3977526,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,9351.5,USD,TRUE,,28/05/25,,,,master
81c73d94-8741-4100-8dd2-8db6d6174bd9,81c73d94-8741-4100-8dd2-8db6d6174bd9,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,accessories,4782.4,USD,TRUE,,28/05/25,,,,master
db15fa39-644a-4597-83c6-1fe8bfa84d49,db15fa39-644a-4597-83c6-1fe8bfa84d49,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,5526.4,USD,TRUE,,28/05/25,,,,master
54ea3f3a-7494-44cb-a879-292047c5b47d,54ea3f3a-7494-44cb-a879-292047c5b47d,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,6784.2,USD,TRUE,,28/05/25,,,,master
252f9e93-912a-4ecd-9120-9adf19d6f140,252f9e93-912a-4ecd-9120-9adf19d6f140,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,skincare,2116.5,USD,TRUE,,28/05/25,,,,master
f9b903e3-b95a-48f7-bf57-85f5c1d7e19e,f9b903e3-b95a-48f7-bf57-85f5c1d7e19e,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,5767.2,USD,TRUE,,28/05/25,,,,master
48aa3647-e706-4cab-b551-0b9555f8a9f4,48aa3647-e706-4cab-b551-0b9555f8a9f4,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,4121.6,USD,TRUE,,28/05/25,,,,master
5c5b3997-bc7c-4d35-99d1-860c11ef7673,5c5b3997-bc7c-4d35-99d1-860c11ef7673,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,8590.5,USD,TRUE,,28/05/25,,,,master
35d34f92-4d9b-4387-8de5-c2e9a016923a,35d34f92-4d9b-4387-8de5-c2e9a016923a,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,skincare,7249.7,USD,TRUE,,28/05/25,,,,master
d36b13f4-2f94-4f5b-bda5-57f7aaa3b004,d36b13f4-2f94-4f5b-bda5-57f7aaa3b004,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,6168.7,USD,TRUE,,28/05/25,,,,master
c3c140fb-bb67-46bc-a8ba-880d49269581,c3c140fb-bb67-46bc-a8ba-880d49269581,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,suits,6376.8,USD,TRUE,,28/05/25,,,,master
205e4a87-0a1a-4bd9-b121-74799bf5e3af,205e4a87-0a1a-4bd9-b121-74799bf5e3af,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,holidayCollection,6680.7,USD,TRUE,,28/05/25,,,,master
6399bfe7-068b-4453-bb40-bb056ddf493b,6399bfe7-068b-4453-bb40-bb056ddf493b,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,skincare,2965.3,USD,TRUE,,28/05/25,,,,master
0a17a514-98d4-4888-89b3-afb0fd0f312f,0a17a514-98d4-4888-89b3-afb0fd0f312f,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,6754.6,USD,TRUE,,28/05/25,,,,master
f35cbff4-e0e8-4d3e-938b-cdd6cfbed5be,f35cbff4-e0e8-4d3e-938b-cdd6cfbed5be,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,accessories,4108.4,USD,TRUE,,28/05/25,,,,master
b64d0f89-e42f-496a-97d7-a836fad18bf5,b64d0f89-e42f-496a-97d7-a836fad18bf5,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,shoes,6447.6,USD,TRUE,,28/05/25,,,,master
1c016089-dc76-491b-9417-998338ba9364,1c016089-dc76-491b-9417-998338ba9364,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,3511.9,USD,TRUE,,28/05/25,,,,master
351bdb61-be01-4dd7-8df2-4a4bda9e0edf,351bdb61-be01-4dd7-8df2-4a4bda9e0edf,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,skincare,9613.3,USD,TRUE,,28/05/25,,,,master
43fce9b4-0e43-4244-8809-fbd535638988,43fce9b4-0e43-4244-8809-fbd535638988,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,lighting,3297.8,USD,TRUE,,28/05/25,,,,master
3cc67603-f92f-4e1c-90ae-b8bde7b24850,3cc67603-f92f-4e1c-90ae-b8bde7b24850,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,furniture,6094.8,USD,TRUE,,28/05/25,,,,master
72e6034b-8670-44e1-ac4a-6416d4aed591,72e6034b-8670-44e1-ac4a-6416d4aed591,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,watches,7590.7,USD,TRUE,,28/05/25,,,,master
60573900-6400-4178-a3a1-8a21ba5599df,60573900-6400-4178-a3a1-8a21ba5599df,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,2293.8,USD,TRUE,,28/05/25,,,,master
8143596a-f16f-4506-8d52-8addfc261ec2,8143596a-f16f-4506-8d52-8addfc261ec2,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,accessories,5523.8,USD,TRUE,,28/05/25,,,,master
f8ee0278-9195-458b-92a4-5d5f3bd31015,f8ee0278-9195-458b-92a4-5d5f3bd31015,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,tableware,2017.4,USD,TRUE,,28/05/25,,,,master
635a8bfc-5bb6-4236-96a0-2abdf208a7cd,635a8bfc-5bb6-4236-96a0-2abdf208a7cd,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,skincare,2201.8,USD,TRUE,,28/05/25,,,,master
9b1ba5a3-d776-4c34-ac6c-d6085d889afa,9b1ba5a3-d776-4c34-ac6c-d6085d889afa,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,3562,USD,TRUE,,28/05/25,,,,master
7cf8ac4b-bbe9-4a50-8ff9-3162fbd8efd4,7cf8ac4b-bbe9-4a50-8ff9-3162fbd8efd4,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,handbags,3315.9,USD,TRUE,,28/05/25,,,,master
85548fb7-e597-4f28-9465-4125f55c5eb9,85548fb7-e597-4f28-9465-4125f55c5eb9,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,dresses,2853.1,USD,TRUE,,28/05/25,,,,master
76c214ed-1b42-4a36-954d-1a0630f37b7a,76c214ed-1b42-4a36-954d-1a0630f37b7a,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,menshoes,6023.3,USD,TRUE,,28/05/25,,,,master
5fdb0a51-b427-486b-b098-b8276aff6101,5fdb0a51-b427-486b-b098-b8276aff6101,Calm and comfort sensitive skin with this soothing calendula toner. Infused with calendula extract and chamomile it reduces inflammation and redness.,Soothing Calendula Toner,perfurme,3069.3,USD,TRUE,,28/05/25,,,,master
